Year	Month	Day	Conc_μg_l	Q_m3_s
2016 	9 	14 	220.0 	0.085 
2016 	9 	21 	170.0 	0.069 
2016 	9 	28 	170.0 	0.068 
2016 	10 	5 	110.0 	0.104 
2016 	10 	12 	96.0 	0.091 
2016 	10 	19 	87.0 	0.114 
2016 	10 	26 	84.0 	0.117 
2016 	11 	2 	82.0 	0.183 
2016 	11 	9 	110.0 	0.438 
2016 	11 	16 	77.0 	1.130 
2016 	11 	23 	93.0 	0.749 
2016 	11 	30 	66.0 	0.338 
2016 	12 	7 	66.0 	0.326 
2016 	12 	14 	110.0 	1.449 
2016 	12 	21 	61.0 	0.698 
2016 	12 	28 	58.0 	1.044 
2017 	1 	3 	57.0 	0.749 
2017 	1 	11 	56.0 	0.748 
2017 	1 	17 	240.0 	0.624 
2017 	1 	18 	59.0 	0.576 
2017 	1 	25 	50.0 	1.417 
2017 	2 	1 	42.0 	0.767 
2017 	2 	8 	44.0 	0.672 
2017 	2 	15 	48.0 	0.442 
2017 	2 	22 	69.0 	4.024 
2017 	3 	1 	86.0 	3.354 
2017 	3 	8 	41.0 	1.415 
2017 	3 	13 	39.0 	0.904 
2017 	3 	22 	72.0 	3.777 
2017 	3 	29 	29.0 	1.004 
2017 	4 	5 	27.0 	0.725 
2017 	4 	12 	28.0 	0.577 
2017 	4 	19 	39.0 	0.654 
2017 	4 	26 	38.0 	0.565 
2017 	5 	3 	44.0 	0.370 
2017 	5 	11 	57.0 	0.472 
2017 	5 	18 	70.0 	0.280 
2017 	5 	24 	100.0 	0.213 
2017 	5 	30 	120.0 	0.188 
2017 	6 	8 	160.0 	0.679 
2017 	6 	14 	190.0 	0.217 
2017 	6 	21 	220.0 	0.149 
2017 	6 	28 	220.0 	0.132 
2017 	7 	5 	190.0 	0.202 
2017 	7 	12 	200.0 	0.117 
2017 	7 	18 	240.0 	0.125 
2017 	8 	2 	220.0 	0.421 
2017 	8 	8 	210.0 	0.555 
2017 	8 	16 	190.0 	0.190 
2017 	8 	23 	200.0 	2.309 
2017 	8 	30 	170.0 	0.427 
2017 	9 	6 	160.0 	0.354 
2017 	9 	13 	150.0 	3.052 
2017 	9 	20 	200.0 	1.676 
2017 	9 	27 	89.0 	0.829 
2017 	10 	4 	100.0 	2.341 
2017 	10 	10 	93.0 	2.439 
2017 	10 	17 	65.0 	1.385 
2017 	10 	24 	88.0 	2.970 
2017 	11 	1 	89.0 	2.580 
2017 	11 	8 	55.0 	1.440 
2017 	11 	16 	58.0 	1.556 
2017 	11 	22 	61.0 	3.810 
2017 	11 	28 	110.0 	10.006 
2017 	12 	6 	76.0 	3.160 
2017 	12 	13 	130.0 	3.979 
2017 	12 	20 	150.0 	3.318 
2017 	12 	28 	71.0 	3.234 
2018 	1 	3 	76.0 	6.915 
2018 	1 	10 	140.0 	1.901 
2018 	1 	17 	79.0 	2.342 
2018 	1 	24 	78.0 	5.558 
2018 	1 	31 	82.0 	3.642 
2018 	2 	7 	120.0 	1.804 
2018 	2 	14 	72.0 	0.978 
2018 	2 	21 	86.0 	1.492 
2018 	2 	28 	68.0 	0.736 
2018 	3 	7 	59.0 	0.685 
2018 	3 	14 	120.0 	9.641 
2018 	3 	21 	72.0 	1.088 
2018 	3 	28 	52.0 	1.811 
2018 	4 	4 	41.0 	1.022 
2018 	4 	11 	41.0 	0.731 
2018 	4 	18 	39.0 	0.512 
2018 	4 	25 	43.0 	0.558 
2018 	5 	2 	51.0 	0.403 
2018 	5 	9 	70.0 	0.307 
2018 	5 	16 	79.0 	0.233 
2018 	5 	23 	110.0 	0.188 
2018 	5 	30 	130.0 	0.157 
2018 	6 	6 	160.0 	0.111 
2018 	6 	13 	190.0 	0.109 
2018 	6 	20 	210.0 	0.083 
2018 	6 	27 	180.0 	0.060 
2018 	7 	4 	150.0 	0.034 
2018 	7 	11 	100.0 	0.100 
2018 	7 	18 	110.0 	0.032 
2018 	7 	25 	84.0 	0.021 
2018 	8 	1 	72.0 	0.066 
2018 	8 	8 	76.0 	0.037 
2018 	8 	15 	31.0 	0.140 
2018 	8 	22 	130.0 	0.038 
2018 	8 	29 	120.0 	0.106 
2018 	9 	5 	140.0 	0.048 
2018 	9 	12 	120.0 	0.064 
2018 	9 	19 	100.0 	0.041 
2018 	9 	26 	130.0 	0.076 
2018 	10 	3 	100.0 	0.103 
2018 	10 	10 	110.0 	0.076 
2018 	10 	17 	110.0 	0.055 
2018 	10 	24 	97.0 	0.169 
2018 	10 	31 	110.0 	0.160 
2018 	11 	7 	86.0 	0.089 
2018 	11 	14 	76.0 	0.180 
2018 	11 	21 	70.0 	0.107 
2018 	11 	28 	68.0 	0.087 
2018 	12 	5 	67.0 	0.291 
2018 	12 	12 	83.0 	0.644 
2018 	12 	19 	68.0 	0.285 
2018 	12 	26 	61.0 	0.441 
