Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2012      4         18        0.13                0.66                24.42               
2012      5         29        0.15                0.65                24.54               
2012      6         27        0.33                0.79                184.88              
2012      7         18        0.19                0.81                108.78              
2012      8         15        0.26                0.79                228.38              
2012      9         18        0.28                0.77                175.24              
2012      10        16        0.25                0.73                73.2                
2012      11        22        0.006               0.71                7.41                
2012      12        12        0.032               0.7                 7.74                
2013      1         15        0.092               0.72                14.87               
2013      2         14        0.11                0.69                17.2                
2013      3         18        0.19                0.64                44.86               
2013      4         17        0.12                0.61                17.63               
2013      5         8         0.17                0.59                32.74               
2013      6         13        0.077               0.19                12.88               
2013      7         29        0.14                0.65                20.25               
2013      8         20        0.12                0.59                27.44               
2013      9         10        0.085               0.57                23.65               
2013      10        21        0.057               0.61                22.61               
2013      11        12        0.046               0.56                18.08               
2013      12        17        0.016               0.64                16.16               
2014      1         16        0.028               0.68                32.22               
2014      2         18        0.076               0.58                30.91               
2014      3         18        0.1                 0.77                33.78               
2014      4         9         0.05                0.68                16.64               
2014      5         14        0.052               0.5                 9.35                
2014      6         12        0.069               0.54                26.07               
2014      7         15        0.06                0.47                13.39               
2014      8         19        0.038               0.49                9.73                
2014      9         11        0.004               0.46                8.31                
2014      10        16        0.008               0.51                8.17                
2014      12        11        0.003               0.6                 14.96               
2015      2         18        0.05                0.74                25.92               
2015      3         24        0.034               0.55                27.69               
2015      4         22        0.046               0.51                11.94               
2015      5         19        0.034               0.46                10.02               
2015      6         15        0.075               0.52                13.45               
2015      7         14        0.035               0.51                9.36                
2015      8         18        0.011               0.44                8.77                
2015      9         15        0.011               0.51                9.51                
2015      10        19        0.014               0.54                4.86                
2015      11        23        0.037               0.62                0.8                 
2015      12        8         0.01                0.85                0.07                
2016      1         12        0.006               0.58                29.13               
2016      2         11        0.007               2.3                 24.59               
2016      3         16        0.028               0.55                20.83               
2016      4         21        0.006               0.88                0.09                
2016      5         25        0.02                0.79                2.36                
2016      6         16        0.004               0.59                3.94                
2016      7         20        0.26                0.68                11.62               
2016      8         17        0.014               0.62                14.28               
2016      9         23        0.31                1.1                 65.12               
2016      10        19        0.62                0.68                336.87              
2016      11        10        0.17                0.46                13.81               
2016      12        13        0.24                0.65                16.87               
2017      1         19        0.12                0.7                 8.25                
2017      2         8         0.28                0.72                18.03               
2017      3         14        0.25                0.69                14.83               
2017      4         20        0.17                0.56                9.18                
2017      5         17        0.25                0.53                10.77               
2017      6         14        0.33                0.58                20.61               
2017      7         12        0.15                0.54                7.56                
2017      8         17        0.12                0.61                9.22                
2017      9         19        0.055               1.1                 22.71               
2017      10        11        0.11                0.59                22.06               
2017      11        22        0.21                0.63                36.22               
2017      12        4         0.16                0.57                18.01               
2018      1         17        0.088               0.58                26.82               
2018      2         8         0.17                0.62                79.71               
2018      3         15        0.035               0.59                6.43                
2018      4         16        0.019               0.59                5.49                
2018      5         16        0.97                1.6                 9.21                
2018      6         14        0.043               0.46                7.22                
2018      7         17        0.094               0.65                14.26               
2018      8         20        0.1                 0.5                 24.66               
2018      9         11        0.074               0.5                 22.78               
2018      10        10        0.038               0.54                8.75                
2018      11        21        0.032               0.55                12.48               
2018      12        12        0.028               0.6                 21.02               
