Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2014      6         24        0.44                0.88                41.07               
2014      7         21        1.1                 1.5                 207.65              
2014      8         25        0.83                2.3                 247.6               
2014      9         24        0.7                 1.1                 32.66               
2014      10        20        0.52                1.0                 16.56               
2014      11        25        0.17                0.83                5.92                
2014      12        15        0.047               0.91                2.64                
2015      2         25        0.08                0.45                1.92                
2015      3         24        0.11                0.42                2.22                
2015      3         24        0.11                0.4                 2.22                
2015      5         27        0.54                2.0                 16.26               
2015      6         23        0.99                0.98                30.93               
2015      7         28        1.3                 2.8                 131.64              
2015      8         25        1.0                 0.84                48.57               
2015      9         23        1.3                 2.0                 72.85               
2015      10        27        0.26                0.73                3.76                
2015      11        24        0.19                0.37                1.88                
2015      12        14        0.11                0.52                2.5                 
2016      1         27        0.06                0.39                2.69                
2016      2         23        0.074               0.21                1.72                
2016      3         21        0.1                 0.32                1.57                
2016      4         27        0.17                0.21                2.03                
2016      5         24        1.4                 0.74                29.95               
2016      6         28        3.4                 1.1                 109.49              
2016      7         27        1.6                 2.1                 832.62              
2016      8         23        1.2                 2.2                 702.27              
2016      9         27        0.83                1.6                 117.47              
2016      10        25        0.49                1.3                 244.26              
2016      11        22        0.42                1.3                 19.31               
2016      12        12        0.2                 0.95                10.42               
2017      1         23        0.16                1.1                 18.15               
2017      2         21        0.11                0.72                7.3                 
2017      3         22        0.1                 0.52                3.67                
2017      4         26        3.2                 2.8                 98.27               
2017      5         22        0.36                0.93                15.4                
2017      6         27        1.1                 2.5                 54.71               
2017      7         18        1.2                 2.2                 272.88              
2017      8         30        1.1                 1.6                 180.08              
2017      9         27        0.82                2.3                 305.99              
2017      10        24        0.93                1.3                 46.7                
2017      11        27        0.26                0.93                6.99                
2017      12        18        0.21                1.0                 4.57                
2018      1         22        0.12                0.79                1.73                
2018      2         26        0.14                0.29                1.34                
2018      3         19        0.071               0.76                2.15                
2018      4         23        0.16                0.58                4.29                
2018      5         28        2.0                 1.1                 23.8                
2018      6         28        2.2                 1.3                 63.99               
2018      7         23        1.5                 2.0                 259.69              
2018      8         29        1.3                 1.3                 113.8               
2018      9         11        1.2                 1.3                 70.4                
2018      10        23        0.74                1.8                 49.07               
2018      11        21        0.42                0.98                4.46                
2018      12        19        0.23                1.2                 11.54               
