Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2013      4         15        0.12                0.23                505.61              
2013      4         22        0.07                0.27                850.56              
2013      4         29        0.068               0.21                551.51              
2013      5         6         0.088               0.2                 383.28              
2013      5         13        0.077               0.2                 390.39              
2013      5         20        0.096               0.34                1840.19             
2013      5         27        0.1                 0.2                 1177.44             
2013      6         3         0.12                0.41                3370.94             
2013      6         11        0.17                0.27                2529.22             
2013      6         17        0.18                0.27                3086.42             
2013      6         24        0.15                0.18                2153.53             
2013      7         1         0.14                0.17                1346.1              
2013      7         8         0.13                0.18                1337.98             
2013      7         15        0.11                0.18                1813.7              
2013      7         22        0.28                0.77                12118.95            
2013      7         29        0.29                0.27                9503.81             
2013      8         5         0.23                0.2                 8130.04             
2013      8         12        0.2                 0.38                23468.91            
2013      8         19        0.21                0.19                16222.01            
2013      8         26        0.12                0.5                 30231.69            
2013      9         2         0.2                 0.27                13721.84            
2013      9         9         0.22                0.25                6616.59             
2013      9         16        0.19                0.26                4495.72             
2013      9         23        0.15                0.5                 7524.27             
2013      9         30        0.13                0.28                5148.92             
2013      10        14        0.13                0.15                3637.83             
2013      10        21        0.15                0.35                2445.19             
2013      10        28        0.17                0.26                2767.34             
2013      11        5         0.16                0.2                 2064.74             
2013      11        11        0.13                0.18                1910.6              
2013      11        18        0.082               0.2                 1928.09             
2013      11        25        0.099               0.21                1455.8              
2013      12        2         0.075               0.24                1081.25             
2014      1         16        0.015               0.2                 279.57              
2014      2         10        0.034               0.35                226.7               
2014      3         11        0.012               0.25                185.45              
2014      4         22        0.062               0.27                528.33              
2014      5         26        0.09                0.22                670.98              
2014      6         10        0.15                0.22                2506.14             
2014      7         8         0.29                0.36                10879.94            
2014      8         26        0.26                0.24                2670.84             
2014      9         9         0.14                0.13                2315.51             
2014      10        22        0.11                0.18                1165.58             
2014      11        17        0.038               0.22                615.91              
2014      12        10        0.16                0.45                1315.16             
2015      1         14        0.085               0.38                459.88              
2015      2         12        0.005               0.39                159.22              
2015      3         11        0.005               0.3                 156.22              
2015      4         15        0.006               0.28                194.06              
2015      5         14        0.1                 0.37                2262.05             
2015      6         4         0.066               0.48                1412.22             
2015      7         15        0.17                0.53                3191.35             
2015      8         13        0.25                0.27                5637.55             
2015      9         16        0.22                0.26                2043.42             
2015      10        8         0.066               0.19                835.28              
2015      11        16        0.097               0.27                1647.98             
2015      12        10        0.027               0.29                400.75              
2016      1         13        0.013               0.3                 259.37              
2016      2         2         0.083               0.27                460.76              
2016      3         9         0.024               0.27                132.54              
2016      4         5         0.003               0.21                167.22              
2016      5         12        0.16                0.47                3839.08             
2016      6         6         0.17                0.32                2101.97             
2016      7         11        0.32                0.4                 7281.38             
2016      8         10        0.36                0.37                17219.37            
2016      9         12        0.19                0.68                19068.63            
2016      10        25        0.18                0.21                12127.91            
2016      11        28        0.17                0.22                2968.86             
2016      12        15        0.075               0.22                1763.65             
2017      1         24        0.078               0.17                1756.82             
2017      2         21        0.038               0.21                999.92              
2017      3         16        0.03                0.23                437.79              
2017      4         19        0.033               0.19                500.11              
2017      5         9         0.09                0.14                622.95              
2017      6         5         0.12                0.23                803.55              
2017      7         13        0.16                0.29                1535.74             
2017      8         15        0.17                0.29                6652.26             
2017      9         12        0.15                0.17                6503.86             
2017      10        10        0.096               0.18                2784.28             
2017      11        14        0.081               0.28                1345.35             
2017      12        6         0.073               0.47                14286.69            
2018      1         2         0.062               0.27                2450.15             
2018      2         1         0.1                 0.35                856.23              
2018      3         19        0.01                0.21                253.9               
2018      4         3         0.033               0.32                382.3               
2018      5         1         0.042               0.17                220.89              
2018      6         14        0.097               0.21                838.98              
2018      7         12        0.095               0.19                2720.83             
2018      8         14        0.17                0.26                9587.07             
2018      9         3         0.16                0.22                5236.84             
2018      10        9         0.07                0.12                1549.39             
2018      11        14        0.11                0.2                 779.93              
2018      12        20        0.11                0.4                 2474.63             
