Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2016      6         22        0.045               3882.04             
2016      7         21        0.02                5326.28             
2016      8         16        0.015               3199.11             
2016      9         19        0.03                6401.03             
2016      10        13        0.029               6626.82             
2016      11        21        0.015               1230.27             
2016      12        14        0.026               840.83              
2017      1         16        0.015               482.16              
2017      2         13        0.021               263.14              
2017      3         27        0.029               239.38              
2017      4         26        0.024               269.36              
2017      5         17        0.009               279.27              
2017      6         27        0.008               310.84              
2017      7         26        0.007               673.35              
2017      8         30        0.011               2039.52             
2017      9         21        0.016               3408.68             
2017      10        12        0.013               1649.29             
2017      11        16        0.012               454.8               
2017      12        11        0.021               2627.9              
2018      1         31        0.02                319.19              
2018      2         15        0.021               90.26               
2018      3         26        0.029               20.71               
2018      4         19        0.024               18.17               
2018      5         24        0.014               293.97              
2018      6         25        0.007               1086.88             
2018      7         18        0.016               971.57              
2018      8         29        0.007               2311.59             
2018      9         12        0.013               3254.6              
2018      10        16        0.015               896.77              
2018      11        26        0.014               662.74              
2018      12        19        0.018               1175.3              
