Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2006      11        20        0.03                91.8                
2006      11        27        0.01                29.55               
2006      12        4         0.02                5.1                 
2006      12        11        0.03                0.6                 
2006      12        18        0.02                23.47               
2006      12        27        0.05                34.61               
2007      1         2         0.04                22.15               
2007      1         8         0.03                24.44               
2007      1         15        0.04                15.14               
2007      1         22        0.07                3.33                
2007      1         29        0.03                0.0                 
2007      2         5         0.04                0.0                 
2007      2         12        0.05                0.0                 
2007      2         19        0.03                0.0                 
2007      2         26        0.03                0.0                 
2007      3         5         0.05                0.0                 
2007      3         13        0.05                0.0                 
2007      3         19        0.05                0.0                 
2007      3         26        0.06                0.0                 
2007      4         2         0.04                65.69               
2007      4         10        0.07                37.83               
2007      4         16        0.03                10.84               
2007      4         23        0.06                11.49               
2007      4         30        0.08                34.59               
2007      5         7         0.12                125.36              
2007      5         14        0.03                81.67               
2007      5         21        0.02                416.08              
2007      5         28        0.03                505.29              
2007      6         4         0.05                3474.7              
2007      6         12        0.07                2121.54             
2007      6         18        0.02                1011.5              
2007      6         25        0.02                741.17              
2007      7         2         0.04                3525.58             
2007      7         9         0.03                11483.52            
2007      7         16        0.01                4286.88             
2007      7         23        0.01                2679.84             
2007      7         30        0.04                3834.79             
2007      8         6         0.02                3979.55             
2007      8         13        0.02                4016.56             
2007      8         20        0.02                3504.53             
2007      8         27        0.01                2366.23             
2007      9         3         0.01                1953.25             
2007      9         10        0.01                1136.54             
2007      9         17        0.02                1371.55             
2007      9         24        0.05                1450.73             
2007      10        1         0.02                1476.64             
2007      10        8         0.01                1499.22             
2007      10        15        0.02                981.75              
2007      10        22        0.03                657.66              
2007      10        29        0.04                724.76              
2007      11        6         0.28                2290.13             
2007      11        12        0.03                1817.2              
2007      11        19        0.01                888.43              
2007      11        26        0.03                977.67              
2007      12        3         0.07                2116.09             
2007      12        10        0.06                1497.89             
2007      12        17        0.04                684.4               
2007      12        27        0.05                3608.08             
2008      1         2         0.04                1628.7              
2008      1         7         0.06                931.87              
2008      1         14        0.06                460.75              
2008      1         21        0.05                730.98              
2008      1         29        0.04                808.29              
2008      2         4         0.04                690.16              
2008      2         11        0.04                392.41              
2008      2         18        0.03                411.58              
2008      2         25        0.02                250.53              
2008      3         3         0.02                196.65              
2008      3         11        0.02                175.44              
2008      3         17        0.03                187.06              
2008      3         25        0.03                192.96              
2008      3         31        0.02                407.36              
2008      4         7         0.02                422.02              
2008      4         14        0.03                303.5               
2008      4         21        0.01                264.89              
2008      4         28        0.01                288.59              
2008      5         5         0.02                387.58              
2008      5         12        0.02                363.41              
2008      5         19        0.01                398.14              
2008      5         26        0.04                570.74              
2008      6         2         0.02                473.95              
2008      6         10        0.02                389.05              
2008      6         16        0.02                964.26              
2008      6         23        0.02                663.14              
2008      6         30        0.01                506.25              
2008      7         7         0.02                1006.31             
2008      7         14        0.04                4398.6              
2008      7         21        0.02                3503.06             
2008      7         28        0.02                4696.25             
2008      8         4         0.03                3161.4              
2008      8         11        0.03                2968.84             
2008      8         18        0.02                3894.91             
2008      8         25        0.02                2957.23             
2008      9         1         0.02                2500.6              
2008      9         8         0.02                3841.56             
2008      9         15        0.03                2477.45             
2008      9         22        0.02                2061.92             
2008      9         29        0.03                1918.63             
2008      10        6         0.02                1744.72             
2008      10        13        0.02                1280.03             
2008      10        20        0.33                849.9               
2008      10        27        0.02                587.91              
2008      11        5         0.03                498.09              
2008      11        10        0.03                1111.02             
2008      11        17        0.03                515.49              
2008      11        24        0.03                1343.73             
2008      12        1         0.03                1162.2              
2008      12        8         0.02                651.8               
2008      12        15        0.08                1243.21             
2008      12        22        0.03                1599.77             
2008      12        29        0.03                603.47              
2009      1         5         0.03                402.53              
2009      1         12        0.02                228.09              
2009      1         19        0.03                159.35              
2009      1         27        0.03                272.91              
2009      2         2         0.04                132.36              
2009      2         9         0.04                127.92              
2009      2         16        0.03                173.88              
2009      2         23        0.04                146.19              
2009      3         2         0.03                149.5               
2009      3         10        0.03                133.21              
2009      3         16        0.03                240.97              
2009      3         23        0.03                194.01              
2009      3         30        0.03                174.1               
2009      4         6         0.02                128.8               
2009      4         14        0.01                153.02              
2009      4         20        0.02                107.38              
2009      4         27        0.02                216.9               
2009      5         4         0.04                327.63              
2009      5         11        0.02                222.72              
2009      5         18        0.02                342.53              
2009      5         25        0.01                297.01              
2009      6         1         0.03                302.17              
2009      6         9         0.03                333.23              
2009      6         15        0.03                577.6               
2009      6         22        0.02                520.89              
2009      6         29        0.04                794.37              
2009      7         6         0.033               5990.6              
2009      7         13        0.012               2092.95             
2009      7         20        0.01                3592.49             
2009      7         27        0.013               2390.21             
2009      8         3         0.02                2697.7              
2009      8         10        0.023               2962.57             
2009      8         17        0.033               2595.29             
2009      8         24        0.026               5211.08             
2009      8         31        0.022               5292.45             
2009      9         7         0.012               7348.91             
2009      9         14        0.021               3936.54             
2009      9         21        0.064               3398.14             
2009      9         28        0.043               8023.8              
2009      10        5         0.071               8374.42             
2009      10        12        0.017               4342.55             
2009      10        19        0.019               9057.38             
2009      10        26        0.013               4382.58             
2009      11        3         0.022               2967.42             
2009      11        9         0.039               2136.05             
2009      11        16        0.014               1395.97             
2009      11        23        0.012               1382.49             
2009      12        7         0.017               1050.68             
2009      12        14        0.017               937.22              
2009      12        21        0.019               532.3               
2009      12        29        0.027               439.72              
2010      1         4         0.089               3957.79             
2010      1         11        0.026               818.58              
2010      1         18        0.026               509.53              
2010      1         26        0.023               241.97              
2010      2         1         0.021               180.98              
2010      2         8         0.033               451.3               
2010      2         15        0.019               374.51              
2010      2         22        0.061               388.44              
2010      3         1         0.022               472.42              
2010      3         9         0.136               3183.53             
2010      3         15        0.037               2384.33             
2010      3         22        0.024               1066.5              
2010      3         29        0.035               608.43              
2010      4         6         0.012               649.01              
2010      4         12        0.011               957.83              
2010      4         19        0.019               1223.82             
2010      4         27        0.032               2847.78             
2010      5         3         0.018               2105.81             
2010      5         10        0.005               1665.38             
2010      5         17        1.84                1298.42             
2010      5         24        0.014               938.85              
2010      5         31        0.018               1579.9              
2010      6         7         0.037               1321.13             
2010      6         15        0.008               1113.73             
2010      6         21        0.005               3554.15             
2010      6         28        0.016               5858.83             
2010      7         5         0.016               3589.04             
2010      7         12        0.026               1928.82             
2010      7         19        0.053               15158.32            
2010      7         26        0.025               5620.59             
2010      8         2         0.038               5014.75             
2010      8         9         0.031               8638.85             
2010      8         16        0.057               11749.35            
2010      8         26        0.1                 15898.08            
2010      8         30        0.07                25145.78            
2010      9         6         0.26                74890.4             
2010      9         13        0.072               27165.65            
2010      9         20        0.052               11694.86            
2010      9         27        0.055               7055.59             
2010      10        4         0.051               4411.61             
2010      10        11        0.047               3976.8              
2010      10        18        0.14                19438.95            
2010      10        25        0.053               7385.96             
2010      11        2         0.092               12437.82            
2010      11        8         0.058               11760.67            
2010      11        15        0.06                9179.39             
2010      11        22        0.058               8355.86             
2010      11        29        0.08                7204.8              
2010      12        6         0.12                15451.95            
2010      12        13        0.17                41843.05            
2010      12        20        0.067               13008.83            
2010      12        29        0.064               5947.09             
2011      1         4         0.092               3762.9              
2011      1         10        0.055               3365.98             
2011      1         17        0.053               14926.27            
2011      1         24        0.063               5195.56             
2011      1         31        0.059               3309.73             
2011      2         7         0.22                13932.35            
2011      2         14        0.14                26836.81            
2011      2         21        0.12                13008.7             
2011      2         28        0.056               10422.66            
2011      3         7         0.042               5816.27             
2011      3         15        0.06                4914.2              
2011      3         21        0.057               3610.13             
2011      3         28        0.041               3687.88             
2011      4         4         0.075               2688.57             
2011      4         11        0.049               2239.57             
2011      4         18        0.035               3240.48             
2011      4         27        0.039               2353.34             
2011      5         2         0.044               2058.27             
2011      5         9         0.034               1948.99             
2011      5         16        0.023               2067.64             
2011      5         23        0.035               1782.03             
2011      5         30        0.032               2665.52             
2011      6         6         0.023               2445.56             
2011      6         14        0.014               2197.22             
2011      6         20        0.02                2011.61             
2011      6         27        0.036               6120.7              
2011      7         4         0.022               3838.96             
2011      7         11        0.047               14585.28            
2011      7         18        0.032               8303.52             
2011      7         25        0.034               9503.99             
2011      8         1         0.027               6619.4              
2011      8         8         0.041               6659.01             
2011      8         15        0.062               16145.93            
2011      8         22        0.12                22151.18            
2011      8         29        0.057               9195.78             
2011      9         5         0.035               5792.57             
2011      9         12        0.037               4624.79             
2011      9         19        0.037               3308.06             
2011      9         26        0.035               2647.51             
2011      10        3         0.075               8620.45             
2011      10        10        0.039               4558.58             
2011      10        18        0.035               3152.04             
2011      10        24        0.038               2315.29             
2011      11        1         0.038               2264.28             
2011      11        7         0.023               1938.45             
2011      11        14        0.07                2709.06             
2011      11        21        0.048               1750.09             
2011      11        28        0.056               5636.39             
2011      12        5         0.043               3552.43             
2011      12        12        0.039               2703.63             
2011      12        19        0.056               1902.45             
2011      12        28        0.082               1774.89             
2012      1         3         0.051               1118.95             
2012      1         9         0.048               911.32              
2012      1         16        0.052               1142.64             
2012      1         23        0.057               787.62              
2012      1         30        0.05                583.83              
2012      2         6         0.052               1043.86             
2012      2         13        0.054               672.06              
2012      2         20        0.032               660.0               
2012      2         27        0.072               565.97              
2012      3         5         0.15                30376.12            
2012      3         13        0.077               6896.24             
2012      3         19        0.1                 8218.2              
2012      3         26        0.057               3886.42             
2012      4         2         0.046               2880.85             
2012      4         10        0.034               2037.41             
2012      4         16        0.029               1808.09             
2012      4         23        0.041               1764.92             
2012      4         30        0.03                1637.51             
2012      5         7         0.037               1977.91             
2012      5         14        0.019               1804.41             
2012      5         21        0.02                1281.72             
2012      5         28        0.041               2832.15             
2012      6         4         0.023               1953.47             
2012      6         12        0.015               2371.89             
2012      6         18        0.026               1959.33             
2012      6         25        0.07                8980.46             
2012      7         2         0.033               6317.13             
2012      7         9         0.022               5443.22             
2012      7         16        0.08                16699.37            
2012      7         23        0.04                15671.03            
2012      7         30        0.044               9181.1              
2012      8         6         0.035               5975.39             
2012      8         13        0.038               6412.05             
2012      8         20        0.12                13575.04            
2012      8         27        0.058               12492.64            
2012      9         3         0.039               10338.2             
2012      9         10        0.036               9519.12             
2012      9         17        0.031               7507.39             
2012      9         24        0.033               5419.58             
2012      10        1         0.029               4197.52             
2012      10        8         0.036               3929.11             
2012      10        15        0.03                2764.25             
2012      10        22        0.036               2486.71             
2012      10        29        0.03                1735.91             
2012      11        6         0.031               1379.85             
2012      11        12        0.029               2160.92             
2012      11        19        0.037               1409.39             
2012      11        26        0.035               1098.07             
2012      12        3         0.041               935.09              
2012      12        10        0.036               803.7               
2012      12        17        0.042               1013.68             
2012      12        27        0.038               639.86              
2013      1         2         0.042               426.97              
2013      1         7         0.045               312.49              
2013      1         14        0.044               226.33              
2013      1         21        0.039               199.55              
2013      1         29        0.046               177.92              
2013      2         4         0.043               175.4               
2013      2         11        0.045               160.64              
2013      2         18        0.039               177.64              
2013      2         25        0.045               214.17              
2013      3         4         0.042               478.44              
2013      3         12        0.051               227.12              
2013      3         18        0.047               202.03              
2013      3         25        0.052               1002.36             
2013      4         2         0.46                1395.86             
2013      4         8         0.065               592.59              
2013      4         15        0.052               505.61              
2013      4         22        0.057               850.56              
2013      4         29        0.042               551.51              
2013      5         6         0.042               383.28              
2013      5         13        0.043               390.39              
2013      5         20        0.084               1840.19             
2013      5         27        0.038               1177.44             
2013      6         3         0.12                3370.94             
2013      6         11        0.06                2529.22             
2013      6         17        0.057               3086.42             
2013      6         24        0.035               2153.53             
2013      7         1         0.03                1346.1              
2013      7         8         0.042               1337.98             
2013      7         15        0.035               1813.7              
2013      7         22        0.21                12118.95            
2013      7         29        0.052               9503.81             
2013      8         5         0.035               8130.04             
2013      8         12        0.053               23468.91            
2013      8         19        0.038               16222.01            
2013      8         26        0.072               30231.69            
2013      9         2         0.041               13721.84            
2013      9         9         0.055               6616.59             
2013      9         16        0.037               4495.72             
2013      9         23        0.073               7524.27             
2013      9         30        0.039               5148.92             
2013      10        14        0.028               3637.83             
2013      10        21        0.066               2445.19             
2013      10        28        0.035               2767.34             
2013      11        5         0.033               2064.74             
2013      11        11        0.028               1910.6              
2013      11        18        0.03                1928.09             
2013      11        25        0.031               1455.8              
2013      12        2         0.032               1081.25             
2014      1         16        0.029               279.57              
2014      2         10        0.051               226.7               
2014      3         11        0.042               185.45              
2014      4         22        0.046               528.33              
2014      5         26        0.03                670.98              
2014      6         10        0.032               2506.14             
2014      7         8         0.04                10879.94            
2014      8         26        0.02                2670.84             
2014      9         9         0.022               2315.51             
2014      10        22        0.024               1165.58             
2014      11        17        0.033               615.91              
2014      12        10        0.052               1315.16             
2015      1         14        0.052               459.88              
2015      2         12        0.042               159.22              
2015      3         11        0.034               156.22              
2015      4         15        0.03                194.06              
2015      5         14        0.11                2262.05             
2015      6         4         0.063               1412.22             
2015      7         15        0.075               3191.35             
2015      8         13        0.029               5637.55             
2015      9         16        0.027               2043.42             
2015      10        8         0.028               835.28              
2015      11        16        0.045               1647.98             
2015      12        10        0.056               400.75              
2016      1         13        0.034               259.37              
2016      2         2         0.041               460.76              
2016      3         9         0.024               132.54              
2016      4         5         0.018               167.22              
2016      5         12        0.086               3839.08             
2016      6         6         0.038               2101.97             
2016      7         11        0.044               7281.38             
2016      8         10        0.042               17219.37            
2016      9         12        0.1                 19068.63            
2016      10        25        0.037               12127.91            
2016      11        28        0.028               2968.86             
2016      12        15        0.024               1763.65             
2017      1         24        0.027               1756.82             
2017      2         21        0.029               999.92              
2017      3         16        0.03                437.79              
2017      4         19        0.022               500.11              
2017      5         9         0.016               622.95              
2017      6         5         0.025               803.55              
2017      7         13        0.038               1535.74             
2017      8         15        0.04                6652.26             
2017      9         12        0.025               6503.86             
2017      10        10        0.027               2784.28             
2017      11        14        0.033               1345.35             
2017      12        6         0.073               14286.69            
2018      1         2         0.038               2450.15             
2018      2         1         0.042               856.23              
2018      3         19        0.036               253.9               
2018      4         3         0.031               382.3               
2018      5         1         0.023               220.89              
2018      6         14        0.031               838.98              
2018      7         12        0.029               2720.83             
2018      8         14        0.037               9587.07             
2018      9         3         0.027               5236.84             
2018      10        9         0.017               1549.39             
2018      11        14        0.025               779.93              
2018      12        20        0.066               2474.63             
